target
7.210607887445868869e+01
7.210607887445868869e+01
7.210607887445868869e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.274974143234129542e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.345112320114617432e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.397018845971564360e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.467944923657670131e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.502131115358638169e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.497761867933834878e+01
7.909839563936552054e+01
7.909839563936552054e+01
7.909839563936552054e+01
7.909839563936552054e+01
7.909839563936552054e+01
7.909839563936552054e+01
7.909839563936552054e+01
7.909839563936552054e+01
7.909839563936552054e+01
7.909839563936552054e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.187904284027219148e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.218741951597895934e+01
8.358012269333561051e+01
