DATEPRD,prod_X7405f,prod_X7078,prod_X5599,prod_X7289,in_X7405f,in_X7078,in_X5599,in_X5351,in_X7289,pres_X7405f,pres_X7078,pres_X5599,pres_X5351,pres_X7289,prod_X5351
23.01.2015,0.0,981.8,924.64,210.97,0.0,501.1,493.6,3246.39,6.76,239.53218,212.68613104166667,0.0,262.869698125,199.90606,309.83
24.01.2015,0.0,1021.26,902.12,207.84,0.0,518.24,478.8,3210.5,6.62,243.039,209.91503574468086,0.0,262.7914517021277,199.78779489361702,308.19
25.01.2015,0.0,1006.31,890.65,203.89,0.0,517.48,479.03,3208.45,6.58,249.68386,209.9062914893617,0.0,262.70560191489363,200.75090382978723,303.93
26.01.2015,0.0,1006.49,886.77,188.7,0.0,514.79,474.38,2913.04,6.06,261.6484,209.7950655319149,0.0,263.71824444444445,199.95645314812754,277.44
27.01.2015,0.0,1049.98,943.93,87.82,0.0,678.03,637.54,1575.16,3.56,265.82333,209.9737625,0.0,266.667853810574,203.21245101910827,118.82
28.01.2015,0.0,946.4,927.74,179.1,0.0,463.72,475.45,3117.16,9.38,268.73116,209.82963583333333,0.0,263.12446020833335,200.18606541666668,309.9
29.01.2015,0.0,946.36,925.05,175.79,0.0,462.52,472.87,3099.82,9.18,258.50599480218995,210.03960729166667,0.0,263.261774375,199.9534575,308.96
30.01.2015,0.0,919.8,898.87,161.02,0.0,442.81,452.6,3120.11,8.28,260.2108223599321,210.17231541666666,0.0,263.2070772916667,200.13628145833334,277.58
31.01.2015,0.0,907.74,885.57,126.24,0.0,507.44,517.77,2223.5,7.54,263.14618,210.03960958333334,0.0,265.06054841645346,200.0890935443038,170.36
01.02.2015,0.0,937.48,913.75,105.73,0.0,521.92,532.07,2391.1,6.29,265.35065,209.86838520833334,0.0,264.84484163729985,203.72338228212155,183.95
02.02.2015,0.0,901.47,875.95,159.92,0.0,441.92,449.13,3093.28,8.38,267.76235,209.95946666666666,0.0,262.52670666666666,200.52173645833332,270.25
03.02.2015,0.0,898.3,873.07,110.62,0.0,752.04,764.48,2729.82,9.9,276.37804,210.075026875,0.0,262.9637539069056,200.29485595879555,139.66
04.02.2015,0.0,625.33,554.0,106.92,0.0,517.85,479.84,2064.14,9.46,282.14045,210.85715949446768,0.0,265.6054033407242,206.64158537095068,106.75
05.02.2015,0.0,228.78,89.29,204.42,0.0,89.03,36.34,3071.02,8.5,285.12379,216.3488188835451,0.0,261.7488,199.70946520833334,338.0
06.02.2015,0.0,702.96,1162.07,120.3,0.0,431.78,746.56,2964.45,7.9,286.91713,209.93857291666666,0.0,261.074970625,199.783608125,206.71
07.02.2015,0.0,792.97,810.62,144.76,0.0,421.9,451.09,3096.49,8.23,288.27838,209.73270916666667,0.0,261.62807125,199.94020541666666,249.26
08.02.2015,0.0,623.95,433.41,148.78,0.0,329.97,239.72,3156.67,8.41,289.51177,210.8449586777193,0.0,262.09430125,199.794549375,255.65
09.02.2015,125.26,744.19,381.15,169.15,471.47,344.91,184.76,3179.1,8.38,273.9249775178998,213.80620782244824,0.0,261.79407145833335,199.997456875,293.78
10.02.2015,402.41,865.75,812.31,146.07,663.83,468.96,524.67,3173.08,8.45,266.9449872916667,209.577366875,0.0,262.19870833333334,199.93093875,250.89
11.02.2015,474.1,895.84,708.94,178.9,557.04,459.74,604.37,3265.93,9.81,259.99126270833335,209.53654291666666,0.0,262.6230522916667,199.59592375,272.56
12.02.2015,466.03,940.2,697.18,174.98,550.25,530.08,597.27,3227.01,9.64,254.66364708333333,209.82421104166667,0.0,262.9943779166667,200.365133125,268.0
13.02.2015,423.36,962.2,710.02,180.31,534.75,535.44,600.36,3232.17,9.81,248.4935984827891,208.3727297234258,0.0,261.0517566155602,197.93995606443653,271.96
14.02.2015,421.26,965.2,706.05,177.07,544.04,549.17,610.41,3290.36,9.85,247.16131958333332,209.914684375,0.0,263.46445458333335,200.53980833333333,270.78
15.02.2015,419.02,969.44,704.3,179.11,538.95,549.34,606.41,3267.13,9.92,242.39248014733948,208.47461009544287,0.0,261.68287702319384,198.74633221715033,269.97
16.02.2015,419.54,976.99,702.34,178.04,468.27,520.7,568.78,3546.17,9.28,242.43809791666666,210.34781541666666,0.0,264.0838860416667,199.776593125,269.67
17.02.2015,409.69,994.39,683.84,173.71,474.07,549.44,574.13,3553.39,9.38,240.78363227272726,210.8968781395349,0.0,264.4002744186046,200.29836139534885,260.65
18.02.2015,519.64,1001.96,716.3,180.77,551.1,507.4,551.18,3434.84,8.95,237.65761625,210.59800833333333,0.0,264.5035677083333,199.87092479166665,274.9
19.02.2015,652.82,1030.53,724.37,182.89,618.78,525.97,561.76,3501.67,9.12,230.46039291666668,210.07500083333332,0.0,264.4216202083333,199.61970125,278.07
20.02.2015,638.16,1009.31,706.94,178.49,702.45,598.22,636.68,3971.37,10.34,226.44892166666668,210.48282479166667,0.0,264.50410958333333,200.23709395833333,271.56
21.02.2015,624.59,996.11,689.52,174.89,672.22,577.27,607.17,3797.58,9.91,223.74443791666667,210.28617333333332,0.0,264.16093020833335,199.71494145833333,265.58
22.02.2015,475.6,1047.18,717.38,179.23,544.64,572.63,596.07,3723.79,9.58,222.10759729166668,210.00667458333334,0.0,264.2387,201.21719395833333,276.0
23.02.2015,410.07,1038.28,716.15,181.56,479.46,534.82,560.52,3502.56,9.14,221.13743416666668,210.29156354166668,0.0,264.30741666666665,199.68580479166667,275.59
24.02.2015,625.9,1014.53,699.15,175.72,555.93,547.16,572.94,3587.67,9.26,219.292496875,210.565661875,0.0,264.6127670833333,200.401725625,269.61
25.02.2015,940.93,1022.01,705.72,176.82,770.81,551.0,578.13,3620.46,9.32,211.71587791666667,210.70294854166667,0.0,264.51843145833334,201.36522104166667,272.17
26.02.2015,738.49,1046.43,704.86,177.15,622.56,514.59,526.68,3298.67,8.52,208.73589875,210.947885625,0.0,264.48086708333335,200.89950354166666,271.87
27.02.2015,399.77,1056.64,709.02,157.19,424.37,557.52,694.76,3557.33,11.59,208.16032222777085,211.36033958333334,0.0,264.4507922916667,200.987796875,273.25
28.02.2015,0.0,1058.8,670.85,157.79,0.0,560.24,659.22,3547.21,11.67,214.94534,210.89418645833334,0.0,264.49672645833334,200.58960708333333,271.71
01.03.2015,0.0,1056.24,716.24,157.72,0.0,553.16,696.62,3512.7,11.55,220.50093,211.00776041666666,0.0,264.83899979166665,200.27410604166667,271.85
02.03.2015,0.0,1051.49,713.85,156.98,0.0,550.83,694.49,3495.2,11.5,225.38752,210.97443541666667,0.0,265.3493564583333,201.491815625,270.42
03.03.2015,0.0,1053.04,717.16,162.93,0.0,544.51,688.67,3458.92,11.78,230.0927,210.90466458333333,0.0,265.304694375,202.16891333333334,271.12
04.03.2015,0.0,1050.75,715.86,161.52,0.0,529.02,669.33,3514.27,11.37,225.52635,208.73041180605318,0.0,263.489528946472,198.52342287245884,282.91
05.03.2015,0.0,1077.56,718.68,158.88,0.0,561.72,695.77,3476.18,11.58,239.26119,209.430895,0.0,264.98606229166666,200.11101458333334,270.27
06.03.2015,0.0,1213.31,697.73,150.54,0.0,651.92,696.23,3472.88,11.31,243.17754,201.506525625,0.0,264.73131520833334,200.49527979166666,261.96
07.03.2015,0.0,1218.64,693.61,149.7,0.0,660.68,698.35,3475.14,11.34,247.13073,199.78024,0.0,264.80017625,200.17200875,259.79
08.03.2015,0.0,1210.61,691.71,149.76,0.0,657.26,697.43,3462.89,11.37,254.2578,200.50417787234042,0.0,264.841434893617,199.99050212765957,258.51
09.03.2015,0.0,1201.66,706.94,151.82,0.0,645.05,704.74,3489.09,11.39,264.9221,200.2184210638298,0.0,264.894539375,199.988668125,263.44
10.03.2015,0.0,1213.89,705.8,150.41,0.0,653.11,705.24,3474.29,11.31,269.46578,200.22638708333332,0.0,264.93250895833336,200.271385625,261.71
11.03.2015,0.0,1222.74,706.67,150.13,0.0,661.35,709.84,3486.14,11.35,272.23795,200.03485958333334,0.0,264.98174708333335,200.03872645833334,261.22
12.03.2015,0.0,1217.77,707.62,150.59,0.0,679.63,733.43,3589.14,11.75,275.01941,200.15150833333334,0.0,264.92574479166666,200.04914979166668,260.65
13.03.2015,0.0,1218.6,700.36,149.08,0.0,667.27,712.21,3475.69,11.41,277.66525,200.14077083333333,0.0,264.94250854166665,199.73146083333333,257.26
14.03.2015,0.0,1247.39,708.18,148.78,0.0,679.42,716.34,3477.86,11.33,280.23073,200.05842166666667,0.0,265.0015422916667,200.05597395833334,258.79
15.03.2015,0.0,1632.83,703.7,148.65,0.0,822.51,719.69,3485.97,11.44,282.77074,210.86002458333334,0.0,265.0656016666667,200.15813895833332,256.56
16.03.2015,0.0,2002.08,712.24,147.89,0.0,761.31,732.26,3540.45,11.44,284.84795,219.37971354166666,0.0,265.10370875,200.056375625,259.2
17.03.2015,0.0,2025.24,721.35,152.21,0.0,744.35,716.81,3461.46,11.38,286.79664,219.62829645833332,0.0,265.18112229166667,199.9336575,262.19
18.03.2015,91.76,2021.7,722.86,151.81,411.9,736.84,712.3,3454.06,11.26,269.11540343619225,219.455985,0.0,265.2800516666667,199.36756083333333,263.83
19.03.2015,216.14,2000.27,713.91,151.69,1040.42,729.42,703.86,3462.68,11.26,260.26414208333335,219.10964,0.0,265.2422354166667,199.69292645833335,264.35
20.03.2015,222.87,2035.82,733.31,155.47,1131.36,782.89,762.44,3749.96,12.17,252.94637354166667,219.36794854166666,0.0,265.218328125,199.90754770833334,271.47
21.03.2015,225.74,2064.61,740.9,157.97,1066.04,738.62,716.64,3525.19,11.5,246.4192775,219.28057208333334,0.0,265.19209770833334,199.49676666666667,274.32
22.03.2015,385.1,1145.2,91.33,29.12,759.09,430.11,92.74,3476.03,2.23,241.94698625,252.28061125,0.0,265.23962708333335,199.6115766114667,257.66
23.03.2015,342.99,333.88,0.0,0.0,698.06,129.47,0.0,3196.62,0.0,238.19819416666667,287.0521681949396,0.0,265.139513125,247.23612,229.5
24.03.2015,355.76,356.5,0.0,0.0,798.3,152.42,0.0,2999.25,0.0,235.28940333333333,292.24807145833336,0.0,265.87483645833333,253.16887,195.3
25.03.2015,447.87,800.79,44.33,31.78,898.3,306.03,45.81,3438.37,2.47,232.31109729166667,285.37253354166666,0.0,265.9848622916667,229.41067506666667,250.48
26.03.2015,609.35,1994.47,736.05,132.58,872.75,771.98,732.59,3566.24,9.93,223.934705625,225.20505854166666,0.0,266.7317258333333,209.24885625,269.7
27.03.2015,618.61,1954.67,741.77,147.64,854.72,729.85,712.21,3493.55,10.67,220.574520625,219.559099375,0.0,265.55589541666666,203.50246958333332,273.87
28.03.2015,565.02,2013.54,706.56,148.59,781.51,745.91,707.68,3476.32,11.2,217.49070791666668,219.38319270833333,0.0,265.45391291666664,199.70175270833334,261.25
29.03.2015,550.72,1835.3,666.68,138.89,757.13,675.79,663.72,3310.68,10.41,214.86722795454546,220.25514727272727,0.0,265.4505640909091,199.59042795454545,250.31
30.03.2015,624.44,1927.71,697.6,145.23,779.34,728.06,712.34,3494.89,11.16,212.16489553191488,220.09230723404255,0.0,265.6942331914894,199.55736787234042,257.61
31.03.2015,622.85,1917.89,708.43,145.11,758.52,706.81,705.88,3462.22,10.88,208.36728833333333,219.66351666666668,0.0,265.43625979166666,199.849975,261.54
01.04.2015,57.52,1811.03,681.4,138.25,72.16,687.57,699.44,3426.24,10.68,211.3002012316342,220.20286541666667,0.0,265.44401375,200.98166083333334,251.24
02.04.2015,0.0,1825.33,696.82,139.48,0.0,679.87,701.72,3426.19,10.57,221.50748,220.48844833333334,0.0,265.5121125,201.21542958333333,256.09
03.04.2015,0.0,1826.31,692.08,140.55,0.0,681.22,697.96,3405.12,10.67,226.78803,219.98742583333333,0.0,265.56313020833335,200.47613541666666,254.14
04.04.2015,0.0,1818.47,691.59,137.88,0.0,678.68,697.87,3397.62,10.47,231.51984,219.749413125,0.0,265.4950166666667,200.45960520833333,253.43
05.04.2015,0.0,1810.13,687.75,139.07,0.0,674.09,692.46,3373.03,10.54,236.02805,219.68102083333332,0.0,265.44621916666665,199.768500625,252.16
06.04.2015,0.0,1807.87,687.95,139.02,0.0,682.59,702.27,3418.69,10.68,237.97971,219.65363,0.0,265.32388,199.3286,252.07
07.04.2015,0.0,1790.6,680.56,138.45,0.0,804.2,649.52,3176.07,9.95,241.96507,219.54171458333334,0.0,265.09710979166664,199.254870625,250.49
08.04.2015,0.0,1764.01,683.38,136.88,0.0,791.26,651.39,3186.56,9.82,256.40511,220.01807291666665,0.0,265.07886541666664,200.57761916666666,251.63
09.04.2015,0.0,1758.87,680.74,141.4,0.0,789.24,649.11,3177.18,10.15,263.09583,219.94282270833332,0.0,265.088045625,199.98173604166666,250.8
10.04.2015,0.0,1744.19,673.76,138.03,0.0,794.08,651.83,3189.91,10.05,266.31389,219.632094375,0.0,265.06561958333333,200.01000708333333,248.18
11.04.2015,0.0,1750.06,676.68,139.68,0.0,790.27,649.33,3176.45,10.09,269.16948,219.662435,0.0,265.0528772916667,200.014959375,249.16
12.04.2015,0.0,1728.98,678.43,139.96,0.0,778.55,649.18,3173.63,10.08,272.00976,220.04733875,0.0,265.0858083333333,199.74306208333334,249.64
13.04.2015,0.0,1708.77,677.43,139.74,0.0,781.48,658.36,3217.63,10.22,274.89513,220.90988583333333,0.0,265.5432108333333,199.66890125,249.2
14.04.2015,0.0,1714.46,682.49,138.5,0.0,809.07,684.41,3333.89,10.45,277.40052,220.92097770833334,0.0,265.970871875,200.63006333333334,250.23
15.04.2015,0.0,1769.28,682.37,141.98,0.0,846.43,693.71,3375.2,10.86,280.04648,220.87762872340426,0.0,266.3607789361702,199.57232127659574,249.89
16.04.2015,0.0,1768.7,688.32,139.79,0.0,858.74,710.17,3460.38,10.86,282.62721,220.971685625,0.0,266.540264375,200.52110833333333,252.44
17.04.2015,0.0,1780.83,696.2,144.28,0.0,863.05,716.98,3484.44,11.18,285.05341,221.35528680851064,0.0,266.7597580851064,199.68262021276595,254.67
18.04.2015,0.0,1802.92,689.54,140.7,0.0,857.83,730.26,3550.23,11.22,287.4565,221.85260702127658,0.0,267.1339889361702,199.77555276595746,252.32
19.04.2015,0.0,1820.19,695.3,140.39,0.0,866.34,736.6,3584.51,11.19,289.77927,222.20121489361702,0.0,267.19060319148934,199.70239127659573,254.68
20.04.2015,81.91,1815.28,696.95,140.77,490.87,862.47,737.04,3592.75,11.2,275.58731473282444,221.888015625,0.0,267.03227979166667,199.92934104166667,255.71
21.04.2015,172.87,1832.35,702.6,142.18,1263.33,820.37,700.17,3413.32,10.66,262.8739525,221.78877770833333,0.0,266.936783125,199.800350625,257.81
22.04.2015,268.47,1832.51,702.84,142.09,1093.31,838.21,715.57,3488.72,10.89,253.767355625,221.89121104166668,0.0,266.835783125,199.67849145833333,257.92
23.04.2015,320.34,1918.58,590.64,149.02,879.08,831.1,668.53,3450.88,10.82,248.85294395833333,221.725013125,0.0,266.73866895833334,199.599468125,269.39
24.04.2015,318.85,1908.81,588.04,146.56,877.01,828.77,667.12,3442.74,10.66,246.51121979166666,221.55477729166665,0.0,266.62133520833333,199.89471708333335,268.14
25.04.2015,340.53,1900.52,582.39,146.94,822.81,842.71,674.75,3483.44,10.92,243.69955270833333,221.2505925,0.0,266.5748904166667,200.39209270833334,265.67
26.04.2015,339.92,1898.58,582.17,146.33,770.94,829.12,664.29,3424.63,10.71,241.28773604166668,221.12172833333332,0.0,266.535898125,199.54297770833332,265.19
27.04.2015,396.95,1916.48,585.19,147.85,899.34,836.03,667.02,3438.38,10.81,236.87078895833332,220.82554645833332,0.0,266.51102583333335,199.93037625,266.54
28.04.2015,443.99,1913.38,579.58,148.21,911.0,830.04,656.95,3406.96,10.77,232.02757208333333,220.59554458333332,0.0,266.48192083333333,199.66548208333333,265.58
