,mean_7405f,min_7405f,max_7405f,mean_7078,min_7078,max_7078,mean_5599,min_5599,max_5599,mean_5351,min_5351,max_5351,mean_7289,min_7289,max_7289
64,0.0,0.0,0.0,1142.1839328771766,1142.1839328771766,1142.1839328771766,178.44966551703314,178.44966551703314,178.44966551703314,426.1684963940999,426.1684963940999,426.1684963940999,229.38791286509996,229.38791286509996,229.38791286509996
65,0.0,0.0,0.0,1164.0322536782182,1164.0322536782182,1164.0322536782182,178.72725470270905,178.72725470270905,178.72725470270905,428.31102316290213,428.31102316290213,428.31102316290213,229.51187779840944,229.51187779840944,229.51187779840944
66,0.0,0.0,0.0,1014.1764969252666,1014.1764969252666,1014.1764969252666,178.70947594404097,178.70947594404097,178.70947594404097,429.43682942215344,429.43682942215344,429.43682942215344,224.50473612250363,224.50473612250363,224.50473612250363
67,0.0,0.0,0.0,1141.7414208179707,1141.7414208179707,1141.7414208179707,178.9515492351046,178.9515492351046,178.9515492351046,431.5883003450312,431.5883003450312,431.5883003450312,228.36121813882303,228.36121813882303,228.36121813882303
68,0.0,0.0,0.0,1136.3274242153939,1136.3274242153939,1136.3274242153939,179.19200985745442,179.19200985745442,179.19200985745442,433.57968130724146,433.57968130724146,433.57968130724146,226.8796181195779,226.8796181195779,226.8796181195779
69,0.0,0.0,0.0,1157.7911100136116,1157.7911100136116,1157.7911100136116,179.44362653533383,179.44362653533383,179.44362653533383,435.5132548087592,435.5132548087592,435.5132548087592,227.94143042671118,227.94143042671118,227.94143042671118
70,0.0,0.0,0.0,1141.7626034678367,1141.7626034678367,1141.7626034678367,179.69363458883657,179.69363458883657,179.69363458883657,437.35862309763536,437.35862309763536,437.35862309763536,228.91337045118,228.91337045118,228.91337045118
71,0.0,0.0,0.0,1170.7281738472452,1170.7281738472452,1170.7281738472452,179.95816846149864,179.95816846149864,179.95816846149864,439.1320795883633,439.1320795883633,439.1320795883633,229.24034054938699,229.24034054938699,229.24034054938699
72,0.0,0.0,0.0,1179.7955868638073,1179.7955868638073,1179.7955868638073,180.2101734535898,180.2101734535898,180.2101734535898,440.7994115241687,440.7994115241687,440.7994115241687,228.78193936449603,228.78193936449603,228.78193936449603
73,0.0,0.0,0.0,1182.1656121821607,1182.1656121821607,1182.1656121821607,180.47208080729897,180.47208080729897,180.47208080729897,442.46996297289036,442.46996297289036,442.46996297289036,228.88009403503372,228.88009403503372,228.88009403503372
74,0.0,0.0,0.0,1179.8896334465496,1179.8896334465496,1179.8896334465496,180.6930507707078,180.6930507707078,180.6930507707078,443.9231949971173,443.9231949971173,443.9231949971173,229.07802679834492,229.07802679834492,229.07802679834492
75,0.0,0.0,0.0,1176.7624683278668,1176.7624683278668,1176.7624683278668,180.82021386222203,180.82021386222203,180.82021386222203,444.9923459460779,444.9923459460779,444.9923459460779,229.38046030779458,229.38046030779458,229.38046030779458
76,0.0,0.0,0.0,1191.2196771561291,1191.2196771561291,1191.2196771561291,180.95395644616636,180.95395644616636,180.95395644616636,446.0172348476349,446.0172348476349,446.0172348476349,229.62556853021078,229.62556853021078,229.62556853021078
77,0.0,0.0,0.0,1195.4095944082137,1195.4095944082137,1195.4095944082137,181.09935745150383,181.09935745150383,181.09935745150383,446.9816912954278,446.9816912954278,446.9816912954278,229.28361550886092,229.28361550886092,229.28361550886092
78,0.0,0.0,0.0,1187.436708665661,1187.436708665661,1187.436708665661,181.22690754567967,181.22690754567967,181.22690754567967,447.78454667322956,447.78454667322956,447.78454667322956,229.92156484699166,229.92156484699166,229.92156484699166
79,0.0,0.0,0.0,1183.478938180708,1183.478938180708,1183.478938180708,181.3527078892235,181.3527078892235,181.3527078892235,448.5463357915546,448.5463357915546,448.5463357915546,230.22118119524504,230.22118119524504,230.22118119524504
80,0.0,0.0,0.0,1236.9509607185314,1236.9509607185314,1236.9509607185314,181.47951972770787,181.47951972770787,181.47951972770787,449.2321741267108,449.2321741267108,449.2321741267108,230.6293537433271,230.6293537433271,230.6293537433271
81,0.0,0.0,0.0,1309.373513991893,1309.373513991893,1309.373513991893,181.69422372751862,181.69422372751862,181.69422372751862,449.8489735428483,449.8489735428483,449.8489735428483,229.85721297543475,229.85721297543475,229.85721297543475
82,0.0,0.0,0.0,1303.203770710272,1303.203770710272,1303.203770710272,181.94183503394254,181.94183503394254,181.94183503394254,450.5155750113853,450.5155750113853,450.5155750113853,227.82468348282794,227.82468348282794,227.82468348282794
83,0.0,0.0,0.0,1295.8301893898426,1295.8301893898426,1295.8301893898426,182.24863392963005,182.24863392963005,182.24863392963005,451.4859746258485,451.4859746258485,451.4859746258485,226.38962547381539,226.38962547381539,226.38962547381539
84,0.0,0.0,0.0,1281.2634436829262,1281.2634436829262,1281.2634436829262,182.48894322853923,182.48894322853923,182.48894322853923,452.0761453792427,452.0761453792427,452.0761453792427,229.58596996445866,229.58596996445866,229.58596996445866
85,0.0,0.0,0.0,1279.214999643078,1279.214999643078,1279.214999643078,182.71835537003892,182.71835537003892,182.71835537003892,452.5222353370048,452.5222353370048,452.5222353370048,228.3772574183778,228.3772574183778,228.3772574183778
86,0.0,0.0,0.0,1254.172114619368,1254.172114619368,1254.172114619368,182.98807320721485,182.98807320721485,182.98807320721485,453.1390887417642,453.1390887417642,453.1390887417642,229.76674107677687,229.76674107677687,229.76674107677687
87,0.0,0.0,0.0,1244.5179234722084,1244.5179234722084,1244.5179234722084,183.24273621806435,183.24273621806435,183.24273621806435,453.65685395685614,453.65685395685614,453.65685395685614,229.29295231604493,229.29295231604493,229.29295231604493
88,0.0,0.0,0.0,1235.1912206311697,1235.1912206311697,1235.1912206311697,183.58123608780517,183.58123608780517,183.58123608780517,454.55270008574087,454.55270008574087,454.55270008574087,229.18738088395656,229.18738088395656,229.18738088395656
89,0.0,0.0,0.0,1207.08048410876,1207.08048410876,1207.08048410876,183.88113163326162,183.88113163326162,183.88113163326162,455.4509735523866,455.4509735523866,455.4509735523866,229.5941471383935,229.5941471383935,229.5941471383935
90,0.0,0.0,0.0,680.0751498936702,680.0751498936702,680.0751498936702,183.3247091448258,183.3247091448258,183.3247091448258,452.684953210588,452.684953210588,452.684953210588,215.1944316954961,215.1944316954961,215.1944316954961
91,0.0,0.0,0.0,793.4393262167415,793.4393262167415,793.4393262167415,183.2924270422732,183.2924270422732,183.2924270422732,452.70799817382687,452.70799817382687,452.70799817382687,226.69740986105802,226.69740986105802,226.69740986105802
92,0.0,0.0,0.0,1162.426359610778,1162.426359610778,1162.426359610778,183.70196479787248,183.70196479787248,183.70196479787248,454.2717889439376,454.2717889439376,454.2717889439376,229.31995592283556,229.31995592283556,229.31995592283556
93,0.0,0.0,0.0,1144.2850451554264,1144.2850451554264,1144.2850451554264,183.92160720123638,183.92160720123638,183.92160720123638,454.9791062848888,454.9791062848888,454.9791062848888,228.89851526675795,228.89851526675795,228.89851526675795
94,0.0,0.0,0.0,1132.9111587607206,1132.9111587607206,1132.9111587607206,184.14603568708392,184.14603568708392,184.14603568708392,455.6324598164033,455.6324598164033,455.6324598164033,228.99971653909284,228.99971653909284,228.99971653909284
95,0.0,0.0,0.0,1132.9123542112334,1132.9123542112334,1132.9123542112334,184.3230386596135,184.3230386596135,184.3230386596135,456.03432973199483,456.03432973199483,456.03432973199483,229.41093940630685,229.41093940630685,229.41093940630685
96,0.0,0.0,0.0,1125.0531440884467,1125.0531440884467,1125.0531440884467,184.49563955241385,184.49563955241385,184.49563955241385,456.39518602298097,456.39518602298097,456.39518602298097,229.27426399871445,229.27426399871445,229.27426399871445
97,0.0,0.0,0.0,1119.9161022356764,1119.9161022356764,1119.9161022356764,184.67069743853855,184.67069743853855,184.67069743853855,456.74171435912024,456.74171435912024,456.74171435912024,229.54022776948239,229.54022776948239,229.54022776948239
98,0.0,0.0,0.0,1118.5172184580765,1118.5172184580765,1118.5172184580765,184.86510790385702,184.86510790385702,184.86510790385702,457.0850394663273,457.0850394663273,457.0850394663273,229.21117015574313,229.21117015574313,229.21117015574313
99,0.0,0.0,0.0,1112.8943438558406,1112.8943438558406,1112.8943438558406,185.06098503712988,185.06098503712988,185.06098503712988,457.43583099978764,457.43583099978764,457.43583099978764,229.46407102242415,229.46407102242415,229.46407102242415
100,0.0,0.0,0.0,1056.4471719279204,1016.6745300627381,1096.2198137931027,158.98697237925944,140.61523944720145,177.35870531131744,638.5405046142911,510.93426540396877,766.1467438246134,834.2206252542775,408.10953721253816,1260.331713296017
101,0.0,0.0,0.0,555.297788226624,164.03531562892715,946.5602608243208,193.24915357743606,187.61176221637191,198.8865449385002,637.3925571269925,510.8444647759999,763.9406494779852,592.7694317930898,336.7134182188828,848.8254453672968
102,0.0,0.0,0.0,549.6822072319901,162.37646947390044,936.9879449900798,191.75001907611897,187.26878051419564,196.2312576380423,636.0139708099877,510.5571304796361,761.4708111403393,590.9842782126077,335.8815030679045,846.0870533573109
103,0.0,0.0,0.0,548.0137297332674,161.88360017219344,934.1438592943414,191.72135101836972,187.3396948541337,196.10300718260572,635.0888323708123,510.35932510995076,759.8183396316738,589.6189774202218,335.75800812730586,843.4799467131377
104,0.0,0.0,0.0,548.3438928543466,161.98113056565717,934.706655143036,188.75643114823208,186.54147451090822,190.97138778555595,636.8018345919038,510.9223120194695,762.6813571643381,588.6565469148803,336.31401040114713,840.9990834286135
105,0.0,0.0,0.0,547.9438507007886,161.86295786208234,934.0247435394949,206.35927452368918,191.78060235653538,220.93794669084298,637.3933759216947,510.9949751758072,763.7917766675821,587.0308468925356,335.7321918693609,838.3295019157102
106,0.0,0.0,0.0,547.6281429277983,161.76969758752966,933.486588268067,186.1825374574349,186.078635442619,186.2864394722508,640.679968432032,513.0357822892806,768.3241545747833,585.2115613985738,334.813196747082,835.6099260500657
107,0.0,0.0,0.0,557.628829545577,164.72390669953057,950.5337523916235,184.73384356938232,183.81515620981924,185.6525309289454,642.2379647237057,513.0096788017203,771.466250645691,584.8507396805744,336.3731344536021,833.3283449075467
108,0.0,0.0,0.0,556.2485345562355,164.31616669220801,948.180902420263,188.1872950998333,186.6564085926509,189.7181816070157,642.5078370067575,512.5456334740699,772.4700405394452,583.4560590082623,336.16361556268873,830.7485024538358
109,0.0,0.0,0.0,552.9896931766152,163.3535029005916,942.6258834526388,188.7765392902616,186.8575905857873,190.6954879947359,640.146747716669,511.54335782766606,768.7501376056719,581.8904449959333,335.6556045383497,828.1252854535169
110,0.0,0.0,0.0,559.2629603389005,165.20662996287678,953.3192907149241,188.9706616627497,186.94892767360992,190.9923956518895,639.8699621178987,511.15638376579136,768.583540470006,581.1556524034324,336.55671731581447,825.7545874910504
111,0.0,0.0,0.0,555.3012487369248,164.0363378658448,946.5661596080047,188.1010761098978,186.7278655617677,189.47428665802792,637.8639046163736,510.2631023727064,765.4647068600408,579.8418767905025,336.4638246299048,823.2199289511002
112,0.0,0.0,0.0,546.1759503365727,161.34071898342455,931.0111816897208,188.0283382159069,186.73070448026004,189.32597195155375,635.2291432366989,509.1638735257087,761.294412947689,578.5144598787583,336.34063074530746,820.6882890122092
113,0.0,0.0,0.0,540.9652985115692,159.8014891595916,922.1291078635469,188.13965027459517,186.7865730649529,189.49272748423743,631.3942898565359,507.6959491326126,755.0926305804592,577.2497585610262,336.3173167023522,818.1822004197002
114,0.0,0.0,0.0,537.3127264734284,158.7225170840008,915.9029358628559,177.3066592920752,171.00284877756636,183.61046980658406,586.3801791243355,494.0590879749556,678.7012702737154,576.0655616833385,336.42422900377915,815.7068943628979
115,0.0,0.0,0.0,488.08972472921585,144.18201143368856,831.9974380247431,183.89241649066747,182.34059521549105,185.4442377658439,622.7049020816961,504.0806433632547,741.3291608001375,574.4883078837701,335.854165788867,813.1224499786731
116,0.0,0.0,0.0,479.54559152076405,141.6580691141993,817.4331139273288,182.47290913584098,179.94839361047045,184.9974246612115,624.0753512311394,504.3209534455513,743.8297490167274,567.4004890343177,325.8838300143341,808.9171480543014
117,0.0,0.0,0.0,484.1960781428148,143.0318257850344,825.3603305005952,228.7811744121181,198.63219479429583,258.93015402994035,622.5886842521393,503.5680591173573,741.6093093869213,567.9172995733685,328.86941020971165,806.9651889370253
118,0.0,0.0,0.0,490.9564235091581,145.0288360549115,836.8840109634048,226.28016574972037,198.4274693802015,254.13286211923923,620.3952918200172,502.53170980701884,738.2588738330155,566.5800749345622,328.68769270278545,804.4724571663389
119,0.0,0.0,0.0,492.9050337209961,145.6044567361272,840.205610705865,228.50529138531485,199.5781694969703,257.4324132736594,617.8113653655348,501.248293780094,734.3744369509756,565.3268079958596,328.64220225351244,802.0114137382067
120,0.0,0.0,0.0,493.9746328441071,145.92041698930274,842.0288486989114,239.39892321482932,203.3085847027958,275.4892617268629,610.5773091261606,498.60196611071046,722.5526521416107,563.7355609207314,328.0137255111266,799.4573963303361
121,0.0,0.0,0.0,493.4470410048416,145.76456602840943,841.1295159812737,245.29260111187597,205.6889031798444,284.8962990439075,605.9230263427996,497.14834271595146,714.6977099696478,562.5389565123364,328.0511143893203,797.0267986353526
122,0.0,0.0,0.0,505.92736913693017,149.45126280211264,862.4034754717477,237.40544411186488,204.06059177504466,270.7502964486851,604.7330176931217,497.00219442511235,712.4638409611312,561.02807326159,327.5459639499366,794.5101825732434
