target
8.954475876619149233e+01
8.954475876619149233e+01
8.954475876619149233e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.015734917876866916e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.090083674387443580e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.120430338070919163e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.195631312527899581e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.182908491287294339e+01
9.078899334691500655e+01
9.078899334691500655e+01
9.078899334691500655e+01
9.078899334691500655e+01
9.078899334691500655e+01
9.078899334691500655e+01
9.078899334691500655e+01
9.078899334691500655e+01
9.078899334691500655e+01
9.078899334691500655e+01
1.145081058616698328e+02
1.145081058616698328e+02
1.145081058616698328e+02
1.145081058616698328e+02
1.145081058616698328e+02
1.145081058616698328e+02
1.145081058616698328e+02
1.145081058616698328e+02
1.145081058616698328e+02
1.145081058616698328e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.169688226115064253e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.077401441162165554e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.144181740224393735e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.561739949709945847e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.352417712013443065e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.657439934828797448e+02
1.800510821655569771e+02
1.800510821655569771e+02
1.800510821655569771e+02
1.800510821655569771e+02
1.800510821655569771e+02
1.800510821655569771e+02
1.800510821655569771e+02
1.800510821655569771e+02
1.800510821655569771e+02
1.800510821655569771e+02
9.479420876890496572e+01
9.479420876890496572e+01
9.479420876890496572e+01
9.479420876890496572e+01
9.479420876890496572e+01
9.479420876890496572e+01
9.479420876890496572e+01
9.479420876890496572e+01
9.479420876890496572e+01
9.479420876890496572e+01
9.530364364596584892e+01
